Description
long intergenic non-protein coding RNA 1998
long intergenic non-protein coding RNA 881
long intergenic non-protein coding RNA 1208
long intergenic non-protein coding RNA 2015
long intergenic non-protein coding RNA 2031
long intergenic non-protein coding RNA 2020
long intergenic non-protein coding RNA 2043
ADIPOQ antisense RNA 1
TPRG1 antisense RNA 2
P3H2 antisense RNA 1
OSTN antisense RNA 1
long intergenic non-protein coding RNA 1968
long intergenic non-protein coding RNA 1972
long intergenic non-protein coding RNA 1063
CTBP1 antisense RNA
long intergenic non-protein coding RNA 2600
long intergenic non-protein coding RNA 2517
long intergenic non-protein coding RNA 2270
long intergenic non-protein coding RNA 504
long intergenic non-protein coding RNA 1258
long intergenic non-protein coding RNA 2260
ADGRL3 antisense RNA 1
PARM1 antisense RNA 1
long intergenic non-protein coding RNA 575
MAPK10 antisense RNA 1
CYP2U1 and SGMS2 antisense RNA 1
long intergenic non-protein coding RNA 2466
long intergenic non-protein coding RNA 2465
long intergenic non-protein coding RNA 616
long intergenic non-protein coding RNA 2266
long intergenic non-protein coding RNA 1095
long intergenic non-protein coding RNA 2507
long intergenic non-protein coding RNA 2355
long intergenic non-protein coding RNA 1179
long intergenic non-protein coding RNA 2275
long intergenic non-protein coding RNA 2382
long intergenic non-protein coding RNA 2431
long intergenic non-protein coding RNA 1093
LRP2BP antisense RNA 1
F11 antisense RNA 1
long intergenic non-protein coding RNA 1262
long intergenic non-protein coding RNA 2982
long intergenic non-protein coding RNA 2145
long intergenic non-protein coding RNA 2102
long intergenic non-protein coding RNA 2236
long intergenic non-protein coding RNA 2196
long intergenic non-protein coding RNA 2112
long intergenic non-protein coding RNA 2150
long intergenic non-protein coding RNA 2120
long intergenic non-protein coding RNA 1265
long intergenic non-protein coding RNA 2104
long intergenic non-protein coding RNA 2998
long intergenic non-protein coding RNA 2108
long intergenic non-protein coding RNA 2057
long intergenic non-protein coding RNA 2122
RASGRF2 antisense RNA 1
long intergenic non-protein coding RNA 1949
long intergenic non-protein coding RNA 1340
long intergenic non-protein coding RNA 1848
long intergenic non-protein coding RNA 2216
PRDM6 antisense RNA 1
ACSL6 antisense RNA 1
long intergenic non-protein coding RNA 2999
long intergenic non-protein coding RNA 1843
CXXC5 antisense RNA 1
ARHGAP26 antisense RNA 1
long intergenic non-protein coding RNA 1845
hepatocellular carcinoma up-regulated EZH2-associated long non-coding RNA
SERPINB9 antisense RNA 1
ELOVL2 antisense RNA 1
kidney associated DCDC2 antisense RNA 1
long intergenic non-protein coding RNA 3040
long intergenic non-protein coding RNA 2857
long intergenic non-protein coding RNA 1611
long intergenic non-protein coding RNA 2532
HEY2 antisense RNA 1
long intergenic non-protein coding RNA 1312
long intergenic non-protein coding RNA 1010
long intergenic non-protein coding RNA 2524
long intergenic non-protein coding RNA 2919
EZR antisense RNA 1
RPS6KA2 antisense RNA 1
long intergenic non-protein coding RNA 2487
long intergenic non-protein coding RNA 2888
ITGB8 antisense RNA 1
CPVL antisense RNA 2
NPSR1 antisense RNA 1
ELMO1 antisense RNA 1
POU6F2 antisense RNA 2
long intergenic non-protein coding RNA 1450
INHBA antisense RNA 1
long intergenic non-protein coding RNA 2902
ELN antisense RNA 1
long intergenic non-protein coding RNA 2830
GRM8 antisense RNA 1
long intergenic non-protein coding RNA 3012
OR2A1 antisense RNA 1
long intergenic non-protein coding RNA 1287
PAXIP1 antisense RNA 2
HTR5A antisense RNA 1
MNX1 antisense RNA 2
long intergenic non-protein coding RNA 208
long intergenic non-protein coding RNA 2153
ADAM7 antisense RNA 2
long intergenic non-protein coding RNA 1288
GPAT4 and GINS4 antisense RNA 1
long intergenic non-protein coding RNA 1606
long intergenic non-protein coding RNA 588
long intergenic non-protein coding RNA 2842
BHLHE22 antisense RNA 1
RDH10 antisense RNA 1
long intergenic non-protein coding RNA 2605
long intergenic non-protein coding RNA 2839
long intergenic non-protein coding RNA 1419
WWP1 antisense RNA 1
long intergenic non-protein coding RNA 534
long intergenic non-protein coding RNA 1608
HAS2 antisense RNA 1
long intergenic non-protein coding RNA 1151
FER1L6 antisense RNA 1
long intergenic non-protein coding RNA 976
long intergenic non-protein coding RNA 3024
non-protein coding RNA 250
MAFA antisense RNA 1
LURAP1L antisense RNA 1
long intergenic non-protein coding RNA 32
long intergenic non-protein coding RNA 1242
RNA sensor RIG-I
PTENP1 antisense RNA
long intergenic non-protein coding RNA 3025
CARNMT1 antisense RNA 1
long intergenic non-protein coding RNA 2834
long intergenic non-protein coding RNA 2843
long intergenic non-protein coding RNA 3062
long intergenic non-protein coding RNA 484
PAPPA antisense RNA 1
IDI2 antisense RNA 1
long intergenic non-protein coding RNA 702
long intergenic non-protein coding RNA 703
long intergenic non-protein coding RNA 2642
long intergenic non-protein coding RNA 2654
long intergenic non-protein coding RNA 1517
long intergenic non-protein coding RNA 1518
long intergenic non-protein coding RNA 842
long intergenic non-protein coding RNA 2637
long intergenic non-protein coding RNA 3029
long intergenic non-protein coding RNA 845
long intergenic non-protein coding RNA 2671
long intergenic non-protein coding RNA 2640
UNC5B antisense RNA 1
NUTM2B antisense RNA 1
ACTA2 antisense RNA 1
long intergenic non-protein coding RNA 2653
NEURL1 antisense RNA 1
long intergenic non-protein coding RNA 2627
long intergenic non-protein coding RNA 1435
long intergenic non-protein coding RNA 2674
long intergenic non-protein coding RNA 1561
long intergenic non-protein coding RNA 601
long intergenic non-protein coding RNA 2667
EBF3 antisense RNA 1
long intergenic non-protein coding RNA 2688
long intergenic non-protein coding RNA 2689
long intergenic non-protein coding RNA 1219
IGF2 antisense RNA
long intergenic non-protein coding RNA 2682
long intergenic non-protein coding RNA 2726
long intergenic non-protein coding RNA 2721
SLC1A2 antisense RNA 1
long intergenic non-protein coding RNA 2741
long intergenic non-protein coding RNA 2745
long intergenic non-protein coding RNA 2704
long intergenic non-protein coding RNA 2750
long intergenic non-protein coding RNA 2705
long intergenic non-protein coding RNA 2733
MRGPRF antisense RNA 1
long intergenic non-protein coding RNA 1488
long intergenic non-protein coding RNA 1537
PDE2A antisense RNA 2
long intergenic non-protein coding RNA 2748
MMP20 antisense RNA 1
long intergenic non-protein coding RNA 2732
long intergenic non-protein coding RNA 1395
long intergenic non-protein coding RNA 2873
long intergenic non-protein coding RNA 2730
long intergenic non-protein coding RNA 2706
long intergenic non-protein coding RNA 2697
NINJ2 antisense RNA 1
long intergenic non-protein coding RNA 2455
long intergenic non-protein coding RNA 940
ITFG2 antisense RNA 1
long intergenic non-protein coding RNA 2417
long intergenic non-protein coding RNA 987
CLEC12A antisense RNA 1
long intergenic non-protein coding RNA 2617
long intergenic non-protein coding RNA 2955
SOX5 antisense RNA 1
long intergenic non-protein coding RNA 477
long intergenic non-protein coding RNA 2156
DDN and PRKAG1 antisense RNA 1
MYG1 antisense RNA 1
long intergenic non-protein coding RNA 2454
TRHDE antisense RNA 1
long intergenic non-protein coding RNA 2444
long intergenic non-protein coding RNA 2464
ATP2B1 antisense RNA 1
long intergenic non-protein coding RNA 2399
long intergenic non-protein coding RNA 2392
long intergenic non-protein coding RNA 2822
long intergenic non-protein coding RNA 2823
long intergenic non-protein coding RNA 2412
long intergenic non-protein coding RNA 2463
long intergenic non-protein coding RNA 934
HNF1A antisense RNA 1
long intergenic non-protein coding RNA 939
long intergenic non-protein coding RNA 2359
long intergenic non-protein coding RNA 2405
long intergenic non-protein coding RNA 2411
long intergenic non-protein coding RNA 507
long intergenic non-protein coding RNA 2370
GALNT9 antisense RNA 1
long intergenic non-protein coding RNA 1053
MTUS2 antisense RNA 1
long intergenic non-protein coding RNA 365
long intergenic non-protein coding RNA 398
long intergenic non-protein coding RNA 445
long intergenic non-protein coding RNA 437
long intergenic non-protein coding RNA 428
ENOX1 antisense RNA 2
long intergenic non-protein coding RNA 407
long intergenic non-protein coding RNA 330
HTR2A antisense RNA 1
long intergenic non-protein coding RNA 462
long intergenic non-protein coding RNA 2338
long intergenic non-protein coding RNA 358
long intergenic non-protein coding RNA 1052
LMO7 antisense RNA 1
SCEL antisense RNA 1
long intergenic non-protein coding RNA 1038
long intergenic non-protein coding RNA 1047
long intergenic non-protein coding RNA 559
long intergenic non-protein coding RNA 391
long intergenic non-protein coding RNA 1039
long intergenic non-protein coding RNA 554
long intergenic non-protein coding RNA 460
long intergenic non-protein coding RNA 443
MYO16 antisense RNA 1
long intergenic non-protein coding RNA 3032
COL4A2 antisense RNA 2
long intergenic non-protein coding RNA 1043
GRTP1 antisense RNA 1
long intergenic non-protein coding RNA 2293
EGLN3 antisense RNA 1
long intergenic non-protein coding RNA 871
long intergenic non-protein coding RNA 519
FRMD6 antisense RNA 2
long intergenic non-protein coding RNA 2319
long intergenic non-protein coding RNA 2290
long intergenic non-protein coding RNA 1220
long intergenic non-protein coding RNA 1629
FLRT2 antisense RNA 1
long intergenic non-protein coding RNA 2296
long intergenic non-protein coding RNA 642
long intergenic non-protein coding RNA 2291
DIO3 opposite strand upstream RNA
long intergenic non-protein coding RNA 2691
long intergenic non-protein coding RNA 2203
Prader-Willi region non-protein coding RNA 4
long intergenic non-protein coding RNA 2250
SCG5 antisense RNA 1
long intergenic non-protein coding RNA 2252
long intergenic non-protein coding RNA 2345
long intergenic non-protein coding RNA 1413
long intergenic non-protein coding RNA 593
senescence associated long non-coding RNA 2
long intergenic non-protein coding RNA 2883
long intergenic non-protein coding RNA 930
long intergenic non-protein coding RNA 1581
long intergenic non-protein coding RNA 924
long intergenic non-protein coding RNA 2348
long intergenic non-protein coding RNA 2124
long intergenic non-protein coding RNA 1567
long intergenic non-protein coding RNA 919
VAC14 antisense RNA 1
HSD17B2 antisense RNA 1
long intergenic non-protein coding RNA 2176
long intergenic non-protein coding RNA 2135
FOXC2 antisense RNA 1
long intergenic non-protein coding RNA 2181
long intergenic non-protein coding RNA 2182
long intergenic non-protein coding RNA 2138
long intergenic non-protein coding RNA 1975
long intergenic non-protein coding RNA 2090
long intergenic non-protein coding RNA 2088
RUNDC3A antisense RNA 1
long intergenic non-protein coding RNA 1180
MAPT antisense RNA 1
long intergenic non-protein coding RNA 2086
long intergenic non-protein coding RNA 1999
long intergenic non-protein coding RNA 1028
long intergenic non-protein coding RNA 2003
HID1 antisense RNA 1
long intergenic non-protein coding RNA 2080
long intergenic non-protein coding RNA 1973
C1QTNF1 antisense RNA 1
long intergenic non-protein coding RNA 482
TYMS opposite strand RNA
long intergenic non-protein coding RNA 1895
DLGAP1 antisense RNA 5
long intergenic non-protein coding RNA 1901
ZBTB7C antisense RNA 1
long intergenic non-protein coding RNA 2837
long intergenic non-protein coding RNA 1917
long intergenic non-protein coding RNA 3035
long intergenic non-protein coding RNA 1929
long intergenic non-protein coding RNA 1416
long intergenic non-protein coding RNA 1539
"long intergenic non-protein coding RNA, regulator of reprogramming"
long intergenic non-protein coding RNA 1903
long intergenic non-protein coding RNA 2864
long intergenic non-protein coding RNA 1922
ZNF407 antisense RNA 1
long intergenic non-protein coding RNA 1896
long intergenic non-protein coding RNA 905
long intergenic non-protein coding RNA 906
long intergenic non-protein coding RNA 1782
long intergenic non-protein coding RNA 1531
MAP4K1 antisense RNA 1
LIPE antisense RNA 1
NOP53 antisense RNA 1
PLA2G4C antisense RNA 1
CARD8 antisense RNA 1
PCNA antisense RNA 1
long intergenic non-protein coding RNA 1752
long intergenic non-protein coding RNA 2871
SCP2D1 antisense RNA 1
CFAP61 antisense RNA 1
long intergenic non-protein coding RNA 656
long intergenic non-protein coding RNA 1733
long intergenic non-protein coding RNA 1597
HM13 antisense RNA 1
CEP250 antisense RNA 1
EPB41L1 antisense RNA 1
R3HDML antisense RNA 1
HNF4A antisense RNA 1
long intergenic non-protein coding RNA 1620
long intergenic non-protein coding RNA 2597
EYA2 antisense RNA 1
long intergenic non-protein coding RNA 1522
long intergenic non-protein coding RNA 1523
long intergenic non-protein coding RNA 1742
long intergenic non-protein coding RNA 1711
PHACTR3 antisense RNA 1
long intergenic non-protein coding RNA 2970
BTG3 antisense RNA 1
long intergenic non-protein coding RNA 1689
SETD4 antisense RNA 1
long intergenic non-protein coding RNA 1424
long intergenic non-protein coding RNA 2556
long intergenic non-protein coding RNA 2557
SEZ6L antisense RNA 1
long intergenic non-protein coding RNA 1521
long intergenic non-protein coding RNA 2558
long intergenic non-protein coding RNA 1643
APOBEC3B antisense RNA 1
long intergenic non-protein coding RNA 2939
long intergenic non-protein coding RNA 1204
long intergenic non-protein coding RNA 1496
HS6ST2 antisense RNA 1
GPC3 antisense RNA 1
L1CAM antisense RNA 1
